agent_id,name,region,performance_score,tenure_years,active,email,phone,supervisor,branch
AGT10204,Todd Todd,Ashleymouth,85.95621011781581,14,no,jermainedixon@example.com,001-803-890-3376,Jamie Gordon,Jenniferton
AGT10205,Robert Parker,Rodrigueztown,82.11271449687668,19,yes,ballardlarry@example.org,001-317-329-9819x654,Jesus Petersen,East Chadside
AGT10206,James Kane,Cassandrafurt,81.71250938547722,1,yes,cindynoble@example.com,740.628.3456x35582,Cory Villarreal,Hartmanfurt
AGT10207,Lauren Johnson,Hillshire,73.4781373714916,1,yes,ewillis@example.org,6248607083,Eric Berry,Angelamouth
AGT10208,Natalie Dixon,Cynthiaberg,72.0272777409364,18,no,epeterson@example.org,9728651700,Harry Page,Port Amandafurt
AGT10209,Jeffrey Chen,Angelaview,69.2575383997718,17,no,christinelove@example.com,001-748-684-1721x893,Mr. Marcus Lewis,Chapmanborough
AGT10210,Shelly Gonzales,Alexisview,73.8271989971987,4,yes,ucopeland@example.org,8106772426,Johnathan White,South Ernest
AGT10211,Kelsey Lynch,Heatherburgh,,14,yes,harrisbrian@example.org,001-405-520-9921,Jonathan Johnson DDS,Desireeside
AGT10212,Curtis Lester,Port Luis,90.7594089970645,16,no,ricardo13@example.com,766-482-3221,Steven Norris,Monicahaven
AGT10213,Sherry Bishop,North Marissa,80.98969290120618,10,no,lperez@example.net,001-420-610-3739x3371,Alison Carter,Jacksonfort
AGT10214,Timothy Frazier,East Kaitlyn,75.43833632892807,18,yes,robert79@example.org,265-565-5715x115,Stephanie Colon,West Scott
AGT10215,Michael Gardner,New Michael,87.81300216459924,16,no,kimberly48@example.net,+1-239-934-7104x62395,Jacob Gonzalez,Lake Ryanmouth
AGT10216,Thomas Williams,Hamptonchester,61.33649124563108,16,no,moodycynthia@example.org,971-327-4910,Lauren Sandoval,East Matthew
AGT10217,Alison Johnson,Doyleville,89.76795986005365,14,no,clarkbrandy@example.com,(788)224-5747x44132,Jennifer Myers,South Michelle
AGT10218,Joshua Davis,West Amberburgh,74.33287875914773,2,yes,littlemakayla@example.net,997-839-6420x9107,Amy Madden,Leeshire
AGT10219,Shawn Allen,Ochoatown,79.10763377480293,3,no,seancabrera@example.org,001-731-964-2800x2243,Robert Huber,Marksside
AGT10220,Thomas Frank,South Jennachester,66.33111775300726,16,yes,craig31@example.net,+1-439-758-2250x17831,Dr. Kelly Pham,Williamville
AGT10221,Christopher King,Maysbury,84.60543498248015,5,yes,nsimmons@example.net,774.679.1111x29354,Brian Koch,Emmastad
AGT10222,Ryan Scott,Jenniferton,80.91531966571557,11,no,ystanley@example.org,416.529.4461,Sara Roach,Lake Kristinshire
AGT10223,Daniel Henderson,Katherinetown,,17,no,dixonlauren@example.org,+1-569-752-8949x634,Penny Harrison,Lake Carlosstad
AGT10224,Roy Ryan,Leonardview,75.44484908008913,1,yes,nolangerald@example.net,001-818-590-3494,Michelle Lopez,Lunaland
AGT10225,Lauren Arroyo,West Nicole,63.97277406663419,11,no,jamesanderson@example.net,(653)774-2659x264,Manuel Lopez,Port Zacharymouth
AGT10226,Craig Sutton,Webbburgh,89.44902350267921,3,no,johnsonelizabeth@example.org,(333)839-6187x9765,Alexander Chaney,Nortonville
AGT10227,Nicole Schmitt,Hendersontown,78.52663606997298,1,yes,marvin32@example.net,(629)850-2942,Stephanie Solomon,East Courtneymouth
AGT10228,Alexis Mays,Andreaview,86.35434999185142,10,no,donna56@example.com,(843)810-3898x7876,Mary White,Port Alan
AGT10229,Anthony Johnson,North Pamelaborough,72.7798935896068,3,no,tguzman@example.com,+1-668-840-3334x43765,Benjamin Guzman,Port Susan
AGT10230,Kenneth Russell,South Tiffanyport,51.84605547321914,12,no,robertvargas@example.com,(913)824-5183,Sydney Mcconnell,North Heatherton
AGT10231,Scott Perkins,West Erinchester,85.41203252361947,4,yes,rshaffer@example.com,001-211-691-6129x58768,Erica Owens,Joshuamouth
AGT10232,Erika Scott,Jamesstad,91.12538634762387,1,no,matthew70@example.org,599-617-9225x9676,Mrs. Christina James PhD,Rachelland
AGT10233,Nicholas Hoover,Lake Courtney,65.71767721520374,9,yes,stuart86@example.org,(549)511-9960x39199,Jeremy Mitchell,Maldonadomouth
AGT10234,Joshua Schultz,Port Robert,68.22630435353666,2,yes,lcabrera@example.com,+1-278-471-6443x5245,Shawn Booth,North Tammy
AGT10235,John Rodriguez,North Kaylafurt,74.09311177737335,18,yes,ocampbell@example.net,272.801.7674,Mark Jackson,Suzannemouth
AGT10236,Stephen Long,New Sheila,69.80671588870058,18,yes,reedallison@example.org,799.652.4960,Kevin Hamilton,Harperborough
AGT10237,Jennifer Williams,Davidtown,80.14167381345983,14,yes,ddillon@example.com,496.908.5135x3624,Dr. William Graham,South Katie
AGT10238,Stephen Jenkins,Lauraland,70.74386674844207,18,no,brandon12@example.com,+1-537-617-7851x77579,Stephanie Henry,Jasonton
AGT10239,Brian Graves,Joannaberg,63.788575004960975,6,no,jacksonjessica@example.org,9064349410,Lynn Wood,East Kimberlyberg
AGT10240,Kristine Willis,Johnview,85.31872926163412,12,yes,marmstrong@example.org,(631)515-6125,Amy Nunez,East Jessica
AGT10241,Dawn Vasquez,Lisashire,84.59638954765886,2,yes,charles70@example.com,869.966.0832,Kerri Sandoval,Jennabury
AGT10242,Nathan Norris,North Mark,100.0,4,yes,washingtongary@example.net,669.667.1514,Jeffrey Clarke,New Kathleenbury
AGT10243,Daniel Gonzalez,Jacksonville,81.52451594925483,5,no,cynthiaturner@example.net,6138450000,Natalie Gray,West Jennifer
AGT10244,Shawn Mcguire,Port Laurenside,71.61216590800973,15,yes,blong@example.net,453.607.7827,Elizabeth Stone,Martinezport
AGT10245,Charles Flores,West Melanieville,59.268299555161406,15,no,daniel40@example.net,3944719710,Jordan Bush,Lake Amyville
AGT10246,Gail Vasquez,Port Anne,75.29759084616065,10,no,khamilton@example.com,325-225-3873,Dawn Thomas DDS,South Adrianaport
AGT10247,Robert Ingram,Lake Martinburgh,78.46302436617103,11,no,jthompson@example.net,(275)832-5014,Joseph Gray,Williamland
AGT10248,Nicole Brown,Ericside,85.84814143055564,15,no,lroach@example.net,(477)759-5814,Meghan Banks,Thomasbury
AGT10249,Rachel Gonzalez,Armstronghaven,78.35077981520679,17,yes,martinezsean@example.net,+1-814-205-3245x5751,Jamie Garcia,West Shannon
AGT10250,Amber Thompson DVM,Laurenbury,74.45667207804375,17,no,cameron61@example.net,(375)805-3439,Sarah Harper,Whiteberg
AGT10251,Micheal Cook,South Pamela,78.06073910685454,1,yes,lowerydavid@example.org,217.663.8529x9417,Jeffrey Bender MD,New Heatherberg
AGT10252,Janet Gibson,Michellechester,82.913537206204,17,no,mbruce@example.org,(624)272-8117x02039,Kenneth Johnson,Hollandtown
AGT10253,Katherine Smith,Pearsonfort,72.12923806695133,10,yes,mayhenry@example.net,+1-736-854-7440,Michael Hunter,Evanside
AGT10254,Pam Patterson,Bentonmouth,65.35466420930821,3,yes,mgrant@example.net,(990)395-1205,Andrew Johnson,Lake Michael
AGT10255,Dustin Wilson,Matthewshire,,12,no,mark90@example.net,(977)589-0862x17945,Holly Moss,Richardside
AGT10256,Matthew Jones,Robertoburgh,54.91354067224552,11,yes,reginaldriggs@example.net,(471)933-4194x8541,Michael Russell,Reynoldston
AGT10257,William Lane,Travischester,70.92988722489558,3,no,natalie26@example.net,838-516-3016x78207,Amber Kennedy,New Carla
AGT10258,Rebecca Snyder,Mccormickton,66.46481563270453,4,yes,kylelopez@example.com,4615085549,Jason Patton,Scottville
AGT10259,Erica Wilson,Jacobberg,64.99589445769669,10,no,kimberlymitchell@example.org,637-269-8740,Timothy Stone,North Scott
AGT10260,Kristen Davis,Carolynstad,59.620871812350806,2,yes,michellebarr@example.net,001-261-625-4726x340,Justin Chandler,Garciastad
AGT10261,Sarah Bailey,North Catherinebury,74.72970564102405,14,yes,coopersuzanne@example.com,410.870.8696x728,Elizabeth Johnson,Melissaview
AGT10262,Raymond Salazar,Laurenport,82.63284069886237,11,no,cookjustin@example.com,(929)262-0666x04776,Annette Bond,Clarkfort
AGT10263,Abigail Dixon,South Melindaberg,76.8459556661248,3,yes,alexanderlyons@example.net,784.412.7281x9582,Matthew Malone,New Ruth
AGT10264,Maria Christian,New Danielton,77.07615392620208,8,no,asullivan@example.org,(609)515-2225x5986,Mrs. Pamela Pratt,West Karenmouth
AGT10265,Brenda Lopez,East Kevinberg,88.56563899100657,4,no,alexander98@example.net,(807)385-9557x703,Cheryl Cole,Beverlystad
AGT10266,Jonathan Martin PhD,Joseburgh,74.6503842744003,3,yes,joshuarivera@example.net,714.511.0213,Alison Lloyd,Lake Allenshire
AGT10267,Joseph Becker,North Spencerton,63.75624348105889,9,yes,wmann@example.com,+1-390-701-6106x9777,Jessica Jarvis,Elizabethberg
AGT10268,Lori Wong,South Karen,53.93673841521896,2,no,patricia02@example.org,547-445-8288x648,Johnny Thompson,West Julie
AGT10269,Chelsea Holland,Mariamouth,77.19100361048237,3,no,ccarroll@example.org,587.433.3020x47503,Gail Dunn,Josephport
AGT10270,Christopher Peterson,South Mariaville,66.63390635030817,16,yes,laradennis@example.net,544-304-1793x6684,Angelica Odom,Russobury
AGT10271,Sydney Brown,Harveyside,88.1810610154961,3,no,ebowman@example.org,+1-574-872-7086x9660,Heather Reid,South Traceyfurt
AGT10272,Jeanne Brown,Christyshire,77.33642456246366,6,yes,jamiemiller@example.net,744.840.9840x9739,Wanda Moss,South Ann
AGT10273,Garrett Ortiz,Bethanyville,98.04477595344957,4,yes,briandecker@example.org,432-922-6560x4615,Richard Brown,Sheilaview
AGT10274,Edward Hunter,Kristenside,81.24761315343899,13,no,pacematthew@example.com,8978343864,Michael Krause,East Jackie
AGT10275,David Holt,South Timothyhaven,79.80720398316932,18,yes,briannameza@example.net,001-319-225-5473x395,Wyatt Coleman,East Jamesstad
AGT10276,Michael Rosario,Kimberlymouth,75.74104124451762,1,yes,jsullivan@example.com,(793)655-7929x7866,Dean Taylor,New Jason
AGT10277,Christina Johnston,Chavezshire,67.52245035653294,12,no,kwarren@example.com,458-605-8358x340,Michael Cook,New Laura
AGT10278,Kathleen Simmons,Haleytown,60.03262029862158,16,yes,nicole54@example.com,443.319.9175x366,Debra Carroll,South Nicholasstad
AGT10279,Eugene Crawford,Thomasberg,57.615019760554105,3,yes,jameswalker@example.com,540.777.0123,Devin Buchanan,Leebury
AGT10280,Mark Miranda,New Misty,74.12037880797806,4,yes,ucrosby@example.org,631.213.6574,Edward Reilly,Port Michaeltown
AGT10281,Isaac Peterson,West Matthewland,89.66775397725348,15,no,anthonyhudson@example.org,9703457862,Kenneth Allen,Matthewfurt
AGT10282,Cassandra Roth,East Sharonfort,60.305662826851865,13,no,stephen42@example.org,954.216.4915,Melanie Carter,West Timothy
AGT10283,Melissa Jimenez,Portershire,60.248529293654144,4,yes,charles65@example.com,470-339-9575x5886,Thomas Moore,Earlview
AGT10284,Corey Moore,Brandyport,79.4834726912489,14,no,taylormckinney@example.org,690-636-9090x2337,Jesse Marquez,Gutierrezview
AGT10285,Elizabeth Hatfield,East Dianemouth,67.11103204513441,14,yes,villanuevamartin@example.com,001-603-624-3548x11711,Brian Lewis,Port Peterbury
AGT10286,Nicholas Gardner,East Sheilafurt,73.8006962520834,11,no,jgonzales@example.net,+1-870-770-1970x42564,Craig Trevino,Christophertown
AGT10287,Scott Love,Oconnorbury,79.50364040437995,9,yes,jacksonamber@example.org,861-556-5764x7530,Krystal Bauer,Port April
AGT10288,Andrea Sanders,Lake Matthew,81.07195714702067,8,no,hgarcia@example.net,001-966-529-2332x560,Shari Everett,Ericton
AGT10289,Shelia Boyd,Charlesmouth,78.06299627947186,18,yes,martinjeffrey@example.net,001-715-239-4364,Catherine Casey,New Eric
AGT10290,John Mason,Butlerfurt,77.48642170882898,19,yes,douglasmorrow@example.com,(652)998-3469x89244,Anita Sims,Malloryside
AGT10291,Anne Santana,Huntchester,78.45907838380461,4,no,jenniferfrancis@example.com,001-970-400-1973x10896,Alexis Mcneil,Port Debra
AGT10292,Jennifer French,New Keithside,66.17239637325812,13,yes,jared24@example.net,+1-227-251-8804,Heidi Davidson,Hahnhaven
AGT10293,Amy Black,East Victor,64.93206934460343,5,yes,amanda43@example.org,+1-686-286-5596,Sandra Christian,Jaredton
AGT10294,Katherine Ferguson,Hughesborough,66.18141629192489,5,yes,rcampbell@example.org,498.949.6742,Devon Davis,Michaelmouth
AGT10295,Misty Gibbs,South Huntermouth,77.51890411095394,16,yes,hannahmorgan@example.net,+1-795-533-2840x8399,Andrew Shannon,Lake Georgeburgh
AGT10296,Shannon Murray,Ramosville,71.43416916049166,18,no,carrie85@example.org,+1-211-745-6007x20822,Gwendolyn Mclaughlin,East Diana
AGT10297,Jennifer Yang,Elizabethland,76.51451958276161,11,yes,johnsonemily@example.org,683.658.8280x41106,Renee Stevens,Lake Mary
AGT10298,Crystal Nolan,Schwartzmouth,83.56638840442368,13,yes,across@example.net,+1-988-327-2439x576,Christina Dillon,Lake Christinahaven
AGT10299,Joel Howard,Lake Tiffany,81.90913337120585,9,no,ashley62@example.com,001-952-956-7411x433,Greg Roberts,New Pamela
AGT10300,Melissa Clark,New Yvonnemouth,,19,no,tbowman@example.com,577.508.8207x70739,Shawn Arroyo,Hamptonside
AGT10301,Adrienne Cunningham,West Katherine,96.43770995485535,15,no,hwilliams@example.net,+1-687-468-4524x392,Eric Welch,Mitchellton
AGT10302,John Sanchez,Gravesburgh,,1,no,mary25@example.com,437-419-6665,Mandy Jones,South Marioside
AGT10303,Stephanie Smith,Lake Samanthaport,76.43595280724887,8,no,cortezpatrick@example.net,+1-749-492-7866x0311,Richard Mendoza,Morganstad
AGT10304,Bryan Lee,West Isaiahton,64.82563103345673,17,yes,cherylgibson@example.org,+1-321-908-0468,Alexander Montoya,Donnachester
AGT10305,Eric Spence,South Melissaton,84.60181367882026,19,no,nwilliams@example.org,539.367.9603x154,Daryl Little,Lake Rachel
AGT10306,Lisa Hill,Lake Josephview,74.08077348105036,8,no,clayton69@example.net,+1-797-828-9911x601,Amy Cole,Thomashaven
AGT10307,Ashley Johnson,Port Jeffrey,79.66972901567456,17,no,urichards@example.com,+1-303-690-5957,Carolyn Flowers,East Javier
AGT10308,John Herrera,Drakeview,89.56969023923745,11,yes,wolftimothy@example.org,862.540.8132x2037,Earl Hammond,Lake Michaelfort
AGT10309,Richard Compton,West Ryan,85.15004032612764,2,no,elizabethhall@example.com,+1-847-424-9058x21622,Laura Hardin,Breannaton
AGT10310,Tanya Davis,Kylebury,83.68079006189771,7,no,jenniferward@example.net,7263149982,Alexis Martinez,Fernandezborough
AGT10311,Ashley Brown,Lake Leviburgh,74.31776707468353,18,yes,kristy12@example.net,327.696.9983x8084,Tiffany Ferguson,South Crystal
AGT10312,Mrs. Donna Miller PhD,Leemouth,70.39966528219445,14,yes,smithkatherine@example.com,692-621-4651x8929,Sean Owens,North Hector
AGT10313,Christine Harvey,West Fredstad,62.41763169378358,16,yes,raymondsanchez@example.com,586.352.1096,Gina Goodman,West Cynthia
AGT10314,Virginia Jones,West Eugene,81.0538038353932,18,yes,david36@example.net,546-526-6051,Jennifer Carson,New Daniel
AGT10315,John Carter,Taylorfurt,79.52605031013954,19,yes,richardmichael@example.net,(814)729-3438x228,Nicholas Rodriguez,Kaylatown
AGT10316,Andrea Washington,North Jason,81.59586813411046,7,no,evan41@example.com,+1-425-758-7804,Danielle Hall,Wadeborough
AGT10317,Terri Gonzalez,Warrenburgh,63.224041067742334,1,no,greenjessica@example.net,(645)426-8208x48032,Tracey Johnston,Morganfort
AGT10318,Christina Banks,East Frankbury,67.42383587189559,1,yes,adamskeith@example.org,(876)600-5589x5544,Jessica Baxter,Kylemouth
AGT10319,Bryan Gill,New Dan,69.75780689216715,12,no,calvinrodriguez@example.net,388.300.6345x975,Timothy Silva,Riverafurt
AGT10320,Joel Moore,Lake Jackbury,75.33444578873491,1,yes,davidwhite@example.net,(498)838-4150,Barbara Fowler,Maryton
AGT10321,Timothy Morse,Glennhaven,71.53843072909574,6,no,williamthompson@example.com,3497061894,Kevin Miller,Bergshire
AGT10322,Darren Spears,West Gina,58.72634181838948,3,yes,msteele@example.org,(932)813-9296,Dr. Mitchell Rivera DVM,Solomonborough
AGT10323,Mary Hardin,New Aprilside,80.17405161443722,17,no,poncejerry@example.com,640.473.4937x545,Ryan Mccoy,Lake Teresa
AGT10324,David Riggs,Carriefurt,,17,yes,tonya79@example.com,001-733-773-0178x83950,Eileen Sanchez,Butlerbury
AGT10325,Joseph James,Nancystad,93.20237214372774,10,no,alejandrobrown@example.org,001-318-860-7534x832,Benjamin Davidson,East Jeffreystad
AGT10326,Nancy Rogers,Lake Christopherburgh,71.851469701389,3,yes,kimberly73@example.com,+1-719-591-5937x12761,Luis Cobb,Lake Kellyview
AGT10327,Christine Mitchell,North Donaldchester,54.23396666344813,5,no,slutz@example.com,414.704.3812,Jacob Duarte,Port Ronald
AGT10328,Julie King,Port Michael,80.61463708455511,11,yes,elainemorales@example.com,(969)483-4156x53562,Kimberly Arias,Bakerborough
AGT10329,Carlos Fisher,West Juanland,70.8018447185445,7,no,meghan69@example.org,442-486-7094,Jordan Wong,Port Victorhaven
AGT10330,Wesley Garcia,East Franciscomouth,71.07865235359661,14,yes,lynn22@example.net,924-921-3296,Rebecca Mathews,Markville
AGT10331,John Carter,East Rachel,59.842473821607605,5,no,bellsteven@example.org,784-643-5496x475,Robert Morales,Roachmouth
AGT10332,Theresa Daniels,Mitchellville,97.80624287803283,9,yes,vjohnson@example.com,412-709-4092x65535,Donald Saunders,Turnerfurt
AGT10333,Linda Aguirre,Kristishire,62.114476717652686,16,yes,raymond43@example.com,(710)285-9723x6177,Aaron Garcia,Parkerbury
AGT10334,James Vincent,North Savannah,91.26190629569011,6,no,edwardsjacob@example.org,418-879-5404x37110,Patrick Donovan,Davidberg
AGT10335,Jasmine Tanner,East Jamie,76.892686849656,9,no,shortchristopher@example.net,001-940-544-7093x7022,Corey Jones,Spencertown
AGT10336,Robin Woods,Smithborough,79.51931147134947,13,no,emily03@example.org,902-357-0895x548,Kayla Irwin,Samuelville
AGT10337,Rhonda Wilson,Jeremyport,66.31808195013075,13,no,lkelly@example.org,001-364-626-5467x7113,Laura Walker,New Janet
AGT10338,Martin Austin,Riveramouth,72.24009403030342,12,no,mmorrison@example.net,(957)788-0124x40479,Rebecca Chandler,South Johnborough
AGT10339,Drew Bentley,Austinview,80.88773767638861,17,yes,shannonballard@example.net,429.544.6783x102,Curtis Brown,Loriborough
AGT10340,Matthew Hines,North Mary,79.00916915817278,9,no,mariakelly@example.org,685-507-1064,Sydney Hansen,North Nicoleport
AGT10341,Lauren Pham,South Timothytown,81.62664261900771,10,no,vgiles@example.com,001-734-546-3190x17905,Dustin Deleon,Port Georgeport
AGT10342,Misty Jones,South Amberville,70.16098631420031,10,no,salazarlarry@example.org,5097758970,Joyce Medina,New Carlosbury
AGT10343,Jeffrey Scott,New John,68.84846069230022,2,no,rmiller@example.net,001-668-692-0273x143,Max Miller,Lake Alexanderbury
AGT10344,John Aguilar,West Alicia,78.09137673555246,7,yes,beckerkimberly@example.com,732.374.4557x97683,Eddie Mullins,Davidside
AGT10345,Barbara Gonzales,Scottborough,68.0480083229511,10,no,leenancy@example.org,(200)553-5373x2004,Austin Williams,North Zachary
AGT10346,Jacqueline Thomas,Lake Christopherville,,5,yes,jserrano@example.org,(918)386-7585x8415,Cynthia Mcdowell,Pearsonland
AGT10347,Samantha Gill,South Kimberlyside,62.295333448754455,19,no,tannerwatson@example.com,(901)530-4298x29089,Joel White,Baileybury
AGT10348,Allison Alvarado,Paulshire,79.30788475857624,4,no,tracy61@example.org,001-443-391-0992x579,Kurt Mccarthy,Delgadotown
AGT10349,Elizabeth Davis,East Roseshire,71.2588970910108,14,no,hbishop@example.net,237-468-1363x219,Jeremy Hubbard,Lake Charles
AGT10350,Crystal Miller,Maureenside,80.4136184152738,14,no,nancypeters@example.net,+1-870-658-3852x21347,William Jackson,South Mark
AGT10351,Regina Johnson,North Justin,61.769464279007536,9,yes,nicoleroberson@example.com,(364)622-9120x43530,Marie Harper,Millerview
AGT10352,Charles Hood,Adamhaven,57.72889794845865,10,yes,christopherwright@example.net,001-666-512-8300x597,Raymond Hill,Ericberg
AGT10353,Jennifer Brown,South Jeffrey,,5,no,andradecharles@example.com,(660)889-5926x311,Lisa Brown,Figueroatown
AGT10354,Joyce Stevenson,Lake Kelly,,13,no,morrisonchristian@example.net,999-222-8131,Samantha Navarro,Wolfechester
AGT10355,Nicholas Smith,West Cassandra,,17,yes,patrickshannon@example.net,417-729-8562x0165,Tyler Dodson,Antoniofurt
